event_id,participant_id,company,plan_type,vest_date,shares,price_usd,value_usd,status
V00427,P100168,Barclays,RSU,2027-02-26,226,144.88,32741.98,upcoming
V01175,P100094,Barclays,RSU,2027-02-26,190,148.43,28200.91,upcoming
V00582,P100340,SAP,RSU,2027-02-27,149,199.0,29650.9,upcoming
V00074,P100230,SAP,RSU,2027-02-27,161,113.15,18217.8,upcoming
V01361,P100262,Barclays,RSU,2027-02-28,133,118.3,15734.1,upcoming
V00508,P100034,Coca-Cola,RSU,2027-02-28,56,206.71,11575.93,upcoming
V00593,P100138,Novartis,ESPP,2027-02-28,179,63.82,11423.92,upcoming
V00685,P100287,Barclays,SAYE,2027-02-28,112,18.01,2017.12,upcoming
V01648,P100181,BP,ESPP,2027-02-28,177,63.68,11271.76,upcoming
V01787,P100106,Coca-Cola,RSU,2027-03-01,96,149.52,14354.06,upcoming
V00501,P100358,Coca-Cola,SAYE,2027-03-02,241,29.65,7145.06,upcoming
V00684,P100247,Coca-Cola,RSU,2027-03-03,85,213.68,18163.21,upcoming
V01863,P100434,SAP,ESPP,2027-03-03,60,47.09,2825.61,upcoming
V01713,P100417,Novartis,ESPP,2027-03-04,203,57.63,11699.46,upcoming
V01127,P100065,DHL,RSU,2027-03-04,45,85.29,3837.96,upcoming
V01425,P100257,SAP,RSU,2027-03-04,194,176.49,34238.18,upcoming
V01212,P100465,Siemens,RSU,2027-03-04,238,145.67,34669.77,upcoming
V01779,P100003,Siemens,RSU,2027-03-04,195,178.86,34877.44,upcoming
V00444,P100231,Coca-Cola,RSU,2027-03-04,194,87.22,16920.66,upcoming
V00862,P100342,Unilever,SAYE,2027-03-05,245,31.74,7776.52,upcoming
V00255,P100345,Unilever,RSU,2027-03-06,164,106.6,17482.75,upcoming
V01022,P100125,Coca-Cola,RSU,2027-03-06,227,134.4,30508.79,upcoming
V01191,P100023,BP,RSU,2027-03-06,150,132.92,19937.78,upcoming
V00360,P100348,DHL,ESPP,2027-03-06,220,61.7,13573.39,upcoming
V01224,P100165,Barclays,ESPP,2027-03-07,131,65.03,8519.21,upcoming
V00253,P100217,SAP,RSU,2027-03-07,88,176.2,15505.3,upcoming
V00922,P100308,AstraZeneca,RSU,2027-03-07,120,87.73,10527.53,upcoming
V00186,P100287,Barclays,RSU,2027-03-08,62,155.23,9624.2,upcoming
V01661,P100454,SAP,RSU,2027-03-08,54,144.45,7800.37,upcoming
V01266,P100382,Novartis,SAYE,2027-03-08,170,13.61,2314.1,upcoming
V01326,P100464,DHL,SAYE,2027-03-10,23,26.19,602.36,upcoming
V01016,P100235,Unilever,ESPP,2027-03-10,9,68.09,612.78,upcoming
V01282,P100360,BP,RSU,2027-03-11,144,184.68,26593.99,upcoming
V00200,P100464,DHL,RSU,2027-03-11,43,85.4,3672.19,upcoming
V01757,P100062,DHL,RSU,2027-03-11,214,164.2,35138.52,upcoming
V01236,P100256,Unilever,ESPP,2027-03-12,39,58.55,2283.48,upcoming
V01074,P100193,Unilever,RSU,2027-03-12,116,147.91,17158.12,upcoming
V01706,P100322,Barclays,RSU,2027-03-12,45,99.92,4496.56,upcoming
V01001,P100281,AstraZeneca,RSU,2027-03-12,132,205.74,27158.06,upcoming
V01511,P100401,BP,RSU,2027-03-12,166,95.41,15837.5,upcoming
V01305,P100193,Unilever,ESPP,2027-03-13,85,80.25,6821.41,upcoming
V00526,P100222,Siemens,RSU,2027-03-14,249,185.59,46212.88,upcoming
V00654,P100384,Barclays,RSU,2027-03-14,24,176.37,4232.86,upcoming
V01623,P100390,Siemens,RSU,2027-03-15,234,180.5,42236.41,upcoming
V01466,P100109,BP,RSU,2027-03-15,172,137.69,23682.13,upcoming
V00741,P100000,Novartis,RSU,2027-03-15,182,141.09,25678.8,upcoming
V00291,P100370,Novartis,SAYE,2027-03-15,150,23.6,3540.37,upcoming
V00399,P100053,Siemens,SAYE,2027-03-15,154,19.17,2951.48,upcoming
V01302,P100268,SAP,ESPP,2027-03-16,165,26.59,4387.12,upcoming
V01303,P100134,DHL,RSU,2027-03-16,106,124.23,13168.06,upcoming
V00175,P100252,Coca-Cola,RSU,2027-03-18,103,84.6,8713.56,upcoming
V01080,P100043,Barclays,ESPP,2027-03-18,141,43.27,6101.71,upcoming
V00528,P100264,BP,RSU,2027-03-18,28,109.14,3055.95,upcoming
V01508,P100299,Siemens,RSU,2027-03-19,29,65.97,1913.23,upcoming
V00937,P100408,SAP,RSU,2027-03-19,75,204.11,15308.18,upcoming
V01559,P100439,Siemens,SAYE,2027-03-19,221,30.21,6676.87,upcoming
V01644,P100011,BP,RSU,2027-03-20,157,91.15,14310.4,upcoming
V00682,P100042,Siemens,ESPP,2027-03-20,125,76.4,9550.33,upcoming
V01429,P100263,SAP,RSU,2027-03-20,184,157.75,29026.34,upcoming
V01067,P100236,Coca-Cola,ESPP,2027-03-21,62,33.61,2084.0,upcoming
V01153,P100174,AstraZeneca,SAYE,2027-03-21,79,18.09,1428.72,upcoming
V01405,P100430,BP,RSU,2027-03-21,219,164.38,35999.4,upcoming
V01461,P100125,Coca-Cola,RSU,2027-03-24,16,94.56,1512.91,upcoming
V01402,P100346,Vodafone,RSU,2027-03-24,195,114.58,22342.38,upcoming
V00727,P100231,Coca-Cola,RSU,2027-03-24,77,82.91,6383.96,upcoming
V00088,P100164,DHL,SAYE,2027-03-25,113,13.05,1475.14,upcoming
V01134,P100113,DHL,ESPP,2027-03-25,183,17.07,3123.09,upcoming
V01501,P100367,Siemens,RSU,2027-03-25,247,82.14,20289.68,upcoming
V00363,P100475,Barclays,SAYE,2027-03-25,108,28.51,3078.98,upcoming
V00315,P100091,Siemens,RSU,2027-03-27,43,95.73,4116.46,upcoming
V00804,P100033,Barclays,SAYE,2027-03-27,21,42.51,892.74,upcoming
V01209,P100269,SAP,RSU,2027-03-28,67,187.87,12587.6,upcoming
V00888,P100382,Novartis,ESPP,2027-03-28,8,47.6,380.76,upcoming
V00750,P100240,Unilever,SAYE,2027-03-28,242,11.74,2841.64,upcoming
V00880,P100401,BP,ESPP,2027-03-29,72,44.36,3193.82,upcoming
V01233,P100188,Novartis,RSU,2027-03-29,50,205.27,10263.56,upcoming
V00059,P100228,Siemens,RSU,2027-03-30,74,148.38,10980.24,upcoming
V00065,P100428,SAP,RSU,2027-03-30,164,124.35,20392.92,upcoming
V00781,P100470,Barclays,RSU,2027-03-30,55,147.94,8136.74,upcoming
V01475,P100153,DHL,ESPP,2027-03-31,66,20.63,1361.69,upcoming
V01375,P100228,Siemens,ESPP,2027-03-31,126,33.52,4223.29,upcoming
V01562,P100352,DHL,RSU,2027-03-31,218,198.44,43259.58,upcoming
V00911,P100430,BP,ESPP,2027-03-31,130,80.16,10421.28,upcoming
V00626,P100405,BP,ESPP,2027-03-31,104,21.45,2230.79,upcoming
V00978,P100147,DHL,RSU,2027-04-01,78,206.25,16087.48,upcoming
V01472,P100218,BP,SAYE,2027-04-01,177,38.28,6776.35,upcoming
V01643,P100439,Siemens,RSU,2027-04-01,114,143.94,16409.33,upcoming
V00336,P100348,DHL,RSU,2027-04-01,173,170.3,29462.05,upcoming
V00084,P100230,SAP,RSU,2027-04-02,234,123.17,28822.84,upcoming
V00636,P100363,SAP,SAYE,2027-04-02,142,19.55,2776.19,upcoming
V01464,P100063,Novartis,RSU,2027-04-02,106,141.56,15005.35,upcoming
V01831,P100470,Barclays,RSU,2027-04-02,87,170.88,14866.21,upcoming
V00285,P100236,Coca-Cola,ESPP,2027-04-02,236,89.92,21220.38,upcoming
V01650,P100027,SAP,ESPP,2027-04-03,240,16.35,3924.12,upcoming
V01560,P100186,Barclays,RSU,2027-04-03,213,96.94,20649.11,upcoming
V00981,P100268,SAP,SAYE,2027-04-04,120,31.69,3803.11,upcoming
V00576,P100468,SAP,ESPP,2027-04-04,86,67.13,5773.16,upcoming
V00646,P100185,Siemens,RSU,2027-04-04,39,116.74,4553.05,upcoming
V01062,P100228,Siemens,RSU,2027-04-04,9,175.35,1578.12,upcoming
V00614,P100408,SAP,SAYE,2027-04-05,91,32.06,2917.26,upcoming
V01116,P100444,AstraZeneca,RSU,2027-04-05,112,157.18,17604.35,upcoming
V00650,P100472,SAP,RSU,2027-04-05,89,102.82,9151.32,upcoming
V00375,P100200,Novartis,RSU,2027-04-05,116,140.01,16240.67,upcoming
V01136,P100409,Vodafone,RSU,2027-04-05,182,78.66,14315.51,upcoming
V01897,P100154,SAP,ESPP,2027-04-06,20,86.91,1738.19,upcoming
V01379,P100062,DHL,RSU,2027-04-06,193,131.21,25322.69,upcoming
V01882,P100048,Siemens,RSU,2027-04-07,65,92.98,6043.38,upcoming
V00172,P100176,Coca-Cola,ESPP,2027-04-07,186,74.07,13776.5,upcoming
V00611,P100271,AstraZeneca,RSU,2027-04-08,70,219.52,15366.7,upcoming
V00624,P100337,Novartis,SAYE,2027-04-08,150,16.81,2520.83,upcoming
V01792,P100011,BP,RSU,2027-04-09,204,194.38,39653.5,upcoming
V01848,P100196,DHL,SAYE,2027-04-09,221,12.02,2655.95,upcoming
V00240,P100133,Barclays,ESPP,2027-04-10,164,31.36,5143.23,upcoming
V00827,P100254,AstraZeneca,RSU,2027-04-10,42,107.14,4499.85,upcoming
V01014,P100315,Barclays,RSU,2027-04-10,204,95.75,19533.23,upcoming
V01325,P100188,Novartis,RSU,2027-04-11,163,188.06,30653.83,upcoming
V00763,P100094,Barclays,RSU,2027-04-12,182,167.76,30532.96,upcoming
V01587,P100289,SAP,ESPP,2027-04-12,164,69.53,11402.72,upcoming
V00238,P100240,Unilever,ESPP,2027-04-13,28,41.49,1161.69,upcoming
V01089,P100291,SAP,RSU,2027-04-13,223,185.65,41400.84,upcoming
V01277,P100435,AstraZeneca,SAYE,2027-04-13,140,18.53,2594.04,upcoming
V01480,P100449,DHL,RSU,2027-04-14,58,162.41,9419.87,upcoming
V01287,P100229,SAP,RSU,2027-04-15,166,75.37,12511.81,upcoming
V01157,P100231,Coca-Cola,RSU,2027-04-15,181,184.35,33367.12,upcoming
V00275,P100091,Siemens,RSU,2027-04-16,27,91.71,2476.1,upcoming
V00044,P100236,Coca-Cola,SAYE,2027-04-16,197,38.15,7514.9,upcoming
V00952,P100271,AstraZeneca,RSU,2027-04-17,226,217.28,49105.48,upcoming
V01534,P100259,DHL,SAYE,2027-04-17,229,12.87,2947.7,upcoming
V00417,P100311,Coca-Cola,RSU,2027-04-18,26,60.69,1577.82,upcoming
V00043,P100426,AstraZeneca,SAYE,2027-04-18,157,25.12,3943.42,upcoming
V01443,P100181,BP,RSU,2027-04-19,82,89.76,7360.38,upcoming
V00595,P100264,BP,RSU,2027-04-19,183,208.53,38160.83,upcoming
V01161,P100273,DHL,SAYE,2027-04-19,54,8.35,450.65,upcoming
V01063,P100130,AstraZeneca,SAYE,2027-04-20,35,14.44,505.31,upcoming
V01024,P100078,DHL,ESPP,2027-04-20,15,33.27,499.01,upcoming
V01248,P100070,AstraZeneca,SAYE,2027-04-20,187,36.96,6912.44,upcoming
V00367,P100162,AstraZeneca,RSU,2027-04-20,84,94.21,7913.72,upcoming
V00405,P100040,Coca-Cola,RSU,2027-04-21,232,177.36,41147.18,upcoming
V00451,P100459,Siemens,RSU,2027-04-21,101,99.22,10020.82,upcoming
V00413,P100248,Barclays,RSU,2027-04-21,66,67.5,4454.81,upcoming
V00002,P100343,DHL,SAYE,2027-04-23,210,42.11,8843.66,upcoming
V01600,P100261,Unilever,SAYE,2027-04-23,42,20.88,877.1,upcoming
V00160,P100139,SAP,SAYE,2027-04-24,130,22.42,2914.32,upcoming
V00066,P100423,SAP,RSU,2027-04-24,22,88.63,1949.82,upcoming
V00503,P100289,SAP,RSU,2027-04-24,177,201.71,35701.97,upcoming
V01619,P100287,Barclays,RSU,2027-04-24,130,134.05,17426.68,upcoming
V00689,P100427,Unilever,SAYE,2027-04-24,147,24.49,3599.62,upcoming
V00050,P100153,DHL,RSU,2027-04-25,24,142.8,3427.22,upcoming
V01602,P100083,AstraZeneca,SAYE,2027-04-25,110,27.24,2996.61,upcoming
V00485,P100333,Unilever,SAYE,2027-04-25,139,32.16,4470.71,upcoming
V00534,P100247,Coca-Cola,RSU,2027-04-26,111,181.98,20200.26,upcoming
V01519,P100046,Barclays,ESPP,2027-04-26,146,19.45,2839.68,upcoming
V00901,P100459,Siemens,SAYE,2027-04-26,239,8.57,2048.15,upcoming
V01709,P100343,DHL,SAYE,2027-04-26,146,40.05,5847.44,upcoming
V01146,P100309,SAP,RSU,2027-04-26,58,161.67,9376.78,upcoming
V01206,P100100,BP,RSU,2027-04-28,60,183.65,11018.84,upcoming
V00365,P100346,Vodafone,RSU,2027-04-28,24,66.7,1600.75,upcoming
V01460,P100437,Coca-Cola,SAYE,2027-04-28,230,24.45,5624.01,upcoming
V01704,P100148,Coca-Cola,RSU,2027-04-28,104,148.96,15491.36,upcoming
V00325,P100235,Unilever,SAYE,2027-04-28,132,23.3,3076.04,upcoming
V01819,P100468,SAP,ESPP,2027-04-29,41,86.99,3566.59,upcoming
V01269,P100310,Coca-Cola,RSU,2027-04-30,31,87.81,2722.18,upcoming
V00942,P100207,Siemens,ESPP,2027-04-30,244,19.75,4818.09,upcoming
V01309,P100149,SAP,RSU,2027-04-30,47,81.84,3846.26,upcoming
V00012,P100379,Novartis,RSU,2027-04-30,247,60.7,14993.92,upcoming
V00869,P100324,Unilever,RSU,2027-04-30,180,108.59,19545.36,upcoming
V01130,P100338,SAP,RSU,2027-05-01,56,214.64,12019.63,upcoming
V01586,P100049,SAP,ESPP,2027-05-02,94,86.6,8140.67,upcoming
V01227,P100114,AstraZeneca,RSU,2027-05-02,60,120.48,7228.95,upcoming
V00863,P100275,Barclays,RSU,2027-05-02,207,158.33,32774.36,upcoming
V00783,P100106,Coca-Cola,SAYE,2027-05-02,202,30.2,6099.59,upcoming
V00048,P100260,SAP,SAYE,2027-05-03,74,24.14,1786.44,upcoming
V00287,P100182,Coca-Cola,RSU,2027-05-03,180,192.9,34722.28,upcoming
V00530,P100107,AstraZeneca,SAYE,2027-05-04,204,20.29,4138.7,upcoming
V00536,P100051,SAP,RSU,2027-05-04,19,218.62,4153.85,upcoming
V00040,P100281,AstraZeneca,SAYE,2027-05-04,155,24.16,3745.35,upcoming
V01310,P100280,SAP,RSU,2027-05-05,216,206.97,44706.31,upcoming
V01538,P100479,Coca-Cola,RSU,2027-05-05,149,104.62,15588.05,upcoming
V00905,P100325,Siemens,RSU,2027-05-06,74,171.37,12681.12,upcoming
V01651,P100379,Novartis,RSU,2027-05-06,17,181.37,3083.27,upcoming
V00247,P100029,Siemens,RSU,2027-05-07,13,164.12,2133.62,upcoming
V00518,P100337,Novartis,ESPP,2027-05-07,221,28.33,6261.8,upcoming
V01708,P100229,SAP,RSU,2027-05-08,112,212.63,23815.08,upcoming
V01395,P100067,Barclays,RSU,2027-05-09,50,75.52,3776.24,upcoming
V00115,P100403,SAP,RSU,2027-05-09,68,148.71,10112.09,upcoming
V00228,P100025,AstraZeneca,ESPP,2027-05-10,20,83.95,1679.1,upcoming
V01235,P100315,Barclays,ESPP,2027-05-10,38,43.22,1642.4,upcoming
V00700,P100258,SAP,SAYE,2027-05-10,167,33.36,5570.56,upcoming
V01413,P100081,Barclays,ESPP,2027-05-11,110,47.11,5181.94,upcoming
V01885,P100246,DHL,ESPP,2027-05-11,94,22.5,2114.68,upcoming
V00998,P100060,Siemens,SAYE,2027-05-11,8,16.87,134.95,upcoming
V01789,P100327,DHL,RSU,2027-05-12,37,104.8,3877.47,upcoming
V00734,P100038,AstraZeneca,RSU,2027-05-12,141,197.67,27871.29,upcoming
V00398,P100105,Novartis,RSU,2027-05-12,64,132.84,8501.56,upcoming
V01857,P100296,Vodafone,RSU,2027-05-12,37,196.26,7261.77,upcoming
V01411,P100043,Barclays,RSU,2027-05-13,78,127.96,9980.98,upcoming
V00719,P100265,AstraZeneca,RSU,2027-05-13,117,219.82,25718.72,upcoming
V00752,P100086,Novartis,RSU,2027-05-13,164,134.89,22122.56,upcoming
V00591,P100229,SAP,ESPP,2027-05-14,28,71.49,2001.63,upcoming
V00456,P100381,BP,RSU,2027-05-15,135,120.02,16202.45,upcoming
V00229,P100247,Coca-Cola,SAYE,2027-05-15,55,11.81,649.81,upcoming
V00751,P100300,Novartis,RSU,2027-05-16,202,145.95,29481.89,upcoming
V01657,P100077,Siemens,RSU,2027-05-17,48,92.46,4438.21,upcoming
V01073,P100062,DHL,RSU,2027-05-17,192,164.54,31591.35,upcoming
V00232,P100398,Coca-Cola,ESPP,2027-05-17,65,67.78,4405.88,upcoming
V01458,P100239,SAP,RSU,2027-05-18,29,91.28,2647.09,upcoming
V01418,P100435,AstraZeneca,RSU,2027-05-18,245,119.44,29262.89,upcoming
V01811,P100424,DHL,RSU,2027-05-19,52,145.2,7550.23,upcoming
V00277,P100266,AstraZeneca,RSU,2027-05-20,219,90.42,19800.96,upcoming
V00561,P100339,BP,SAYE,2027-05-20,29,31.46,912.48,upcoming
V01186,P100171,Coca-Cola,RSU,2027-05-20,151,69.13,10438.54,upcoming
V00948,P100012,Siemens,ESPP,2027-05-20,14,19.32,270.5,upcoming
V00411,P100170,Barclays,RSU,2027-05-20,139,160.11,22255.19,upcoming
V00177,P100218,BP,RSU,2027-05-20,37,175.9,6508.21,upcoming
V00926,P100276,Barclays,ESPP,2027-05-21,176,20.24,3561.87,upcoming
V01343,P100425,Unilever,RSU,2027-05-21,160,193.63,30980.13,upcoming
V00982,P100038,AstraZeneca,RSU,2027-05-22,66,186.04,12278.67,upcoming
V00680,P100191,AstraZeneca,ESPP,2027-05-22,246,24.69,6073.08,upcoming
V00985,P100479,Coca-Cola,RSU,2027-05-23,249,70.82,17634.76,upcoming
V01535,P100077,Siemens,RSU,2027-05-23,24,187.36,4496.7,upcoming
V00637,P100377,Coca-Cola,RSU,2027-05-24,200,112.11,22422.23,upcoming
V01549,P100004,SAP,ESPP,2027-05-24,169,68.21,11526.91,upcoming
V01419,P100444,AstraZeneca,RSU,2027-05-25,65,128.93,8380.29,upcoming
V01199,P100024,Novartis,SAYE,2027-05-25,45,19.43,874.26,upcoming
V00897,P100161,BP,ESPP,2027-05-25,239,74.96,17915.42,upcoming
V01542,P100275,Barclays,RSU,2027-05-25,167,143.44,23954.14,upcoming
V00184,P100013,Unilever,SAYE,2027-05-28,190,27.67,5256.48,upcoming
V00876,P100037,Coca-Cola,ESPP,2027-05-28,244,34.69,8465.08,upcoming
V00958,P100385,Vodafone,SAYE,2027-05-28,226,11.64,2630.31,upcoming
V00835,P100476,Coca-Cola,ESPP,2027-05-28,48,62.52,3000.97,upcoming
V01239,P100355,DHL,RSU,2027-05-29,12,191.02,2292.18,upcoming
V00469,P100074,SAP,ESPP,2027-05-29,122,32.69,3988.41,upcoming
V00022,P100117,Novartis,ESPP,2027-05-30,107,83.72,8958.32,upcoming
V00789,P100060,Siemens,SAYE,2027-05-30,187,24.83,4642.71,upcoming
V00221,P100167,Unilever,ESPP,2027-05-31,58,31.8,1844.11,upcoming
V00465,P100030,Novartis,RSU,2027-05-31,38,130.77,4969.08,upcoming
V01497,P100282,AstraZeneca,RSU,2027-05-31,10,77.72,777.18,upcoming
V01437,P100204,SAP,RSU,2027-06-01,62,83.79,5195.25,upcoming
V00306,P100049,SAP,RSU,2027-06-02,247,159.77,39463.69,upcoming
V00080,P100439,Siemens,RSU,2027-06-02,134,200.63,26884.24,upcoming
V00757,P100425,Unilever,RSU,2027-06-02,22,90.84,1998.45,upcoming
V00383,P100178,BP,RSU,2027-06-03,92,208.71,19201.14,upcoming
V00731,P100250,Siemens,ESPP,2027-06-03,141,64.74,9128.74,upcoming
V00730,P100102,AstraZeneca,ESPP,2027-06-04,36,38.45,1384.05,upcoming
V00780,P100470,Barclays,SAYE,2027-06-05,172,43.59,7497.0,upcoming
V01658,P100060,Siemens,ESPP,2027-06-05,245,80.85,19808.79,upcoming
V01627,P100221,Coca-Cola,RSU,2027-06-05,225,80.54,18121.61,upcoming
V01660,P100089,Coca-Cola,ESPP,2027-06-05,139,40.59,5642.41,upcoming
V01507,P100285,Coca-Cola,ESPP,2027-06-06,204,75.08,15316.46,upcoming
V01318,P100320,BP,ESPP,2027-06-06,224,20.15,4513.79,upcoming
V01125,P100251,Unilever,ESPP,2027-06-06,130,18.15,2359.8,upcoming
V00836,P100191,AstraZeneca,RSU,2027-06-07,241,206.44,49752.47,upcoming
V00319,P100465,Siemens,ESPP,2027-06-07,40,68.8,2751.93,upcoming
V01553,P100042,Siemens,RSU,2027-06-08,128,84.43,10807.17,upcoming
V00170,P100171,Coca-Cola,RSU,2027-06-09,237,181.23,42952.61,upcoming
V00577,P100343,DHL,ESPP,2027-06-10,173,64.94,11234.45,upcoming
V01585,P100200,Novartis,ESPP,2027-06-10,246,62.84,15459.69,upcoming
V01241,P100344,Novartis,RSU,2027-06-11,80,79.02,6321.38,upcoming
V01205,P100262,Barclays,ESPP,2027-06-11,186,33.05,6147.12,upcoming
V00531,P100081,Barclays,RSU,2027-06-12,104,131.74,13700.67,upcoming
V00550,P100022,Vodafone,SAYE,2027-06-13,220,23.74,5222.88,upcoming
V00121,P100188,Novartis,RSU,2027-06-13,95,155.49,14771.93,upcoming
V01874,P100250,Siemens,RSU,2027-06-13,147,186.79,27458.82,upcoming
V01899,P100430,BP,ESPP,2027-06-14,233,46.82,10908.36,upcoming
V00379,P100457,Coca-Cola,RSU,2027-06-14,49,194.84,9547.33,upcoming
V00525,P100201,Vodafone,SAYE,2027-06-15,107,12.15,1300.54,upcoming
V01109,P100391,SAP,RSU,2027-06-15,187,91.22,17058.72,upcoming
V00140,P100319,Vodafone,SAYE,2027-06-15,92,26.46,2434.01,upcoming
V01322,P100349,SAP,RSU,2027-06-17,231,151.63,35027.14,upcoming
V01057,P100078,DHL,RSU,2027-06-17,130,92.31,11999.67,upcoming
V00917,P100110,Coca-Cola,RSU,2027-06-18,199,152.49,30345.45,upcoming
V01188,P100321,Coca-Cola,RSU,2027-06-20,194,118.94,23074.24,upcoming
V01597,P100054,Siemens,ESPP,2027-06-21,31,85.71,2656.93,upcoming
V00857,P100086,Novartis,ESPP,2027-06-21,136,77.67,10563.46,upcoming
V01018,P100222,Siemens,RSU,2027-06-21,190,175.83,33407.39,upcoming
V01068,P100186,Barclays,ESPP,2027-06-22,136,54.4,7398.95,upcoming
V01783,P100322,Barclays,RSU,2027-06-23,113,142.88,16145.29,upcoming
V01829,P100004,SAP,RSU,2027-06-24,22,142.19,3128.22,upcoming
V00147,P100382,Novartis,RSU,2027-06-24,118,79.47,9377.51,upcoming
V00366,P100067,Barclays,RSU,2027-06-24,210,130.32,27366.59,upcoming
V01377,P100126,Barclays,RSU,2027-06-25,214,90.48,19363.4,upcoming
V01207,P100010,Barclays,ESPP,2027-06-26,41,36.49,1495.92,upcoming
V01669,P100431,Novartis,RSU,2027-06-26,71,81.83,5810.2,upcoming
V00193,P100383,Coca-Cola,SAYE,2027-06-27,204,44.28,9033.87,upcoming
V00772,P100073,AstraZeneca,RSU,2027-06-27,232,143.01,33178.38,upcoming
V01174,P100003,Siemens,ESPP,2027-06-27,113,35.06,3962.34,upcoming
V00864,P100257,SAP,ESPP,2027-06-28,38,15.78,599.63,upcoming
V00973,P100162,AstraZeneca,RSU,2027-06-29,113,203.31,22973.75,upcoming
V01463,P100006,Novartis,RSU,2027-06-29,12,83.35,1000.2,upcoming
V00712,P100244,DHL,RSU,2027-06-29,179,211.12,37789.93,upcoming
V00180,P100089,Coca-Cola,RSU,2027-06-29,110,197.33,21706.83,upcoming
V01281,P100219,Barclays,RSU,2027-06-29,211,60.9,12849.04,upcoming
V00243,P100184,Novartis,ESPP,2027-06-29,148,27.5,4069.66,upcoming
V00192,P100173,BP,ESPP,2027-06-30,28,32.84,919.61,upcoming
V00384,P100276,Barclays,RSU,2027-07-01,236,112.99,26665.29,upcoming
V00610,P100447,DHL,RSU,2027-07-01,82,83.25,6826.83,upcoming
V00875,P100161,BP,ESPP,2027-07-01,10,65.15,651.52,upcoming
V00030,P100020,Novartis,RSU,2027-07-01,95,138.57,13164.44,upcoming
V00027,P100208,SAP,RSU,2027-07-02,12,179.94,2159.22,upcoming
V01409,P100088,AstraZeneca,RSU,2027-07-02,32,171.77,5496.56,upcoming
V01481,P100257,SAP,ESPP,2027-07-03,22,28.3,622.49,upcoming
V01524,P100061,Coca-Cola,RSU,2027-07-03,207,194.18,40195.43,upcoming
V00462,P100227,DHL,RSU,2027-07-03,131,75.8,9930.11,upcoming
V01828,P100006,Novartis,ESPP,2027-07-04,194,79.79,15479.0,upcoming
V00704,P100283,AstraZeneca,RSU,2027-07-05,133,68.83,9154.7,upcoming
V01280,P100100,BP,RSU,2027-07-05,37,132.53,4903.65,upcoming
V00051,P100169,Vodafone,RSU,2027-07-05,112,168.95,18922.92,upcoming
V00093,P100080,Siemens,ESPP,2027-07-06,202,24.4,4928.69,upcoming
V01040,P100214,Novartis,RSU,2027-07-06,235,126.23,29663.84,upcoming
V01737,P100183,Barclays,RSU,2027-07-06,24,135.53,3252.62,upcoming
V01599,P100313,Barclays,RSU,2027-07-06,243,135.53,32933.55,upcoming
V00245,P100296,Vodafone,SAYE,2027-07-07,129,24.26,3130.15,upcoming
V01355,P100234,BP,RSU,2027-07-07,32,182.03,5824.87,upcoming
V00910,P100286,SAP,RSU,2027-07-07,178,158.43,28200.6,upcoming
V00703,P100468,SAP,ESPP,2027-07-07,73,70.5,5146.19,upcoming
V01880,P100017,SAP,RSU,2027-07-07,230,63.79,14671.88,upcoming
V00069,P100219,Barclays,RSU,2027-07-07,239,205.44,49099.13,upcoming
V01684,P100274,Siemens,RSU,2027-07-08,115,96.1,11051.21,upcoming
V00612,P100109,BP,RSU,2027-07-08,217,64.84,14069.21,upcoming
V00649,P100152,SAP,RSU,2027-07-09,129,190.9,24625.85,upcoming
V01721,P100028,SAP,SAYE,2027-07-10,43,25.21,1084.21,upcoming
V01574,P100176,Coca-Cola,ESPP,2027-07-10,57,70.97,4045.32,upcoming
V00691,P100218,BP,ESPP,2027-07-10,6,58.08,348.51,upcoming
V00572,P100408,SAP,RSU,2027-07-11,57,99.48,5670.42,upcoming
V01082,P100167,Unilever,RSU,2027-07-12,249,103.32,25726.11,upcoming
V01193,P100215,Novartis,ESPP,2027-07-12,230,18.42,4236.27,upcoming
V01722,P100259,DHL,RSU,2027-07-12,115,198.96,22880.39,upcoming
V01392,P100396,Unilever,RSU,2027-07-12,199,117.35,23353.23,upcoming
V00941,P100216,SAP,RSU,2027-07-12,6,75.55,453.32,upcoming
V00579,P100427,Unilever,RSU,2027-07-12,226,104.34,23581.03,upcoming
V00812,P100423,SAP,RSU,2027-07-13,25,140.2,3504.93,upcoming
V00056,P100169,Vodafone,ESPP,2027-07-13,191,32.73,6251.05,upcoming
V00492,P100128,SAP,ESPP,2027-07-13,50,34.36,1717.96,upcoming
V00754,P100387,Vodafone,RSU,2027-07-13,229,77.63,17776.28,upcoming
V01813,P100017,SAP,RSU,2027-07-14,89,157.02,13975.05,upcoming
V00651,P100302,DHL,ESPP,2027-07-14,9,73.1,657.92,upcoming
V00966,P100192,SAP,RSU,2027-07-14,191,164.08,31339.69,upcoming
V00307,P100050,AstraZeneca,SAYE,2027-07-14,72,21.23,1528.35,upcoming
V00861,P100230,SAP,ESPP,2027-07-16,196,38.38,7523.04,upcoming
V00710,P100394,SAP,SAYE,2027-07-16,12,31.41,376.86,upcoming
V00537,P100148,Coca-Cola,RSU,2027-07-16,43,98.63,4240.9,upcoming
V00227,P100469,Coca-Cola,ESPP,2027-07-16,231,29.22,6750.62,upcoming
V01518,P100100,BP,SAYE,2027-07-16,230,35.75,8221.84,upcoming
V00774,P100157,Siemens,RSU,2027-07-16,28,194.34,5441.46,upcoming
